timestamp_utc,run_id,system_under_test,model_id,gpu_type,gpu_count,precision,scenario_id,concurrency,request_count,prompt_tokens_p50,prompt_tokens_mean,prompt_tokens_p95,gen_tokens_mean,duration_s,tokens_per_sec_output,tokens_per_sec_total,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,inter_token_latency_p50,inter_token_latency_p95,inter_token_latency_p99,latency_ms_p50,latency_ms_p95,latency_ms_p99,gpu_util_pct_p50,gpu_util_pct_p95,gpu_mem_used_mb_p50,gpu_mem_used_mb_p95,success_rate,http_error_rate,timeout_rate,other_error_rate,est_dollars_per_million_output_tokens
2026-06-17T05:15:29Z,vllm-shared-prefix-on-tonight,vllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,rtx5070-laptop,1,fp16,shared_prefix,8,48,512.0,512.0,512.0,31.354166666666668,4.036063578998437,372.8880803145006,6461.989383842187,86.00692549953237,113.85023430029833,114.85418649812345,18.843507001292892,22.420095799316186,84.09305115957977,669.9627995003539,721.5398613496291,724.8641323581251,56.0,64.4,7693.0,7693.0,1.0,0.0,0.0,0.0,1.862340152730914
