timestamp_utc,mode,memory_used_mb
2026-06-16T02:47:52.829869+00:00,contiguous,903.0
2026-06-16T02:47:53.136208+00:00,contiguous,903.0
2026-06-16T02:47:53.440262+00:00,contiguous,903.0
2026-06-16T02:47:53.743346+00:00,contiguous,903.0
2026-06-16T02:47:54.047050+00:00,contiguous,903.0
2026-06-16T02:47:54.348405+00:00,contiguous,903.0
2026-06-16T02:47:54.655805+00:00,contiguous,889.0
2026-06-16T02:47:54.962958+00:00,contiguous,889.0
2026-06-16T02:47:55.269671+00:00,contiguous,889.0
2026-06-16T02:47:55.579484+00:00,contiguous,829.0
2026-06-16T02:47:55.955606+00:00,contiguous,829.0
2026-06-16T02:47:56.268296+00:00,contiguous,840.0
2026-06-16T02:47:56.642085+00:00,contiguous,956.0
2026-06-16T02:47:56.948494+00:00,contiguous,2248.0
2026-06-16T02:47:57.253103+00:00,contiguous,3514.0
2026-06-16T02:47:57.558284+00:00,contiguous,4244.0
2026-06-16T02:47:57.864461+00:00,contiguous,4274.0
2026-06-16T02:47:58.172761+00:00,contiguous,4275.0
2026-06-16T02:47:58.478515+00:00,contiguous,4397.0
2026-06-16T02:47:58.799155+00:00,contiguous,4545.0
2026-06-16T02:47:59.106879+00:00,contiguous,4793.0
2026-06-16T02:47:59.487962+00:00,contiguous,4841.0
2026-06-16T02:47:59.809471+00:00,contiguous,4859.0
2026-06-16T02:48:00.132661+00:00,contiguous,4859.0
2026-06-16T02:48:00.442324+00:00,contiguous,4859.0
2026-06-16T02:48:00.749883+00:00,contiguous,4859.0
2026-06-16T02:48:01.056573+00:00,contiguous,4859.0
2026-06-16T02:48:01.365195+00:00,contiguous,4859.0
2026-06-16T02:48:01.672962+00:00,contiguous,4859.0
2026-06-16T02:48:01.977397+00:00,contiguous,4859.0
2026-06-16T02:48:02.283335+00:00,contiguous,4859.0
2026-06-16T02:48:02.590399+00:00,contiguous,4859.0
2026-06-16T02:48:02.893898+00:00,contiguous,4859.0
