timestamp_utc,mode,memory_used_mb
2026-07-31T23:51:30.963216+00:00,contiguous,1377.0
2026-07-31T23:51:31.437884+00:00,contiguous,1377.0
2026-07-31T23:51:31.787529+00:00,contiguous,1378.0
2026-07-31T23:51:32.135352+00:00,contiguous,1374.0
2026-07-31T23:51:32.469920+00:00,contiguous,1217.0
2026-07-31T23:51:32.818095+00:00,contiguous,1216.0
2026-07-31T23:51:33.165915+00:00,contiguous,1215.0
2026-07-31T23:51:33.501230+00:00,contiguous,1211.0
2026-07-31T23:51:33.849674+00:00,contiguous,1211.0
2026-07-31T23:51:34.181268+00:00,contiguous,1211.0
2026-07-31T23:51:34.512079+00:00,contiguous,1194.0
2026-07-31T23:51:34.845666+00:00,contiguous,1208.0
2026-07-31T23:51:35.178831+00:00,contiguous,1216.0
2026-07-31T23:51:35.509951+00:00,contiguous,1250.0
2026-07-31T23:51:35.841012+00:00,contiguous,1249.0
2026-07-31T23:51:36.172734+00:00,contiguous,1249.0
2026-07-31T23:51:36.504846+00:00,contiguous,1249.0
2026-07-31T23:51:36.836551+00:00,contiguous,1250.0
2026-07-31T23:51:37.166452+00:00,contiguous,1241.0
2026-07-31T23:51:37.498577+00:00,contiguous,1249.0
2026-07-31T23:51:37.828332+00:00,contiguous,1249.0
2026-07-31T23:51:38.161221+00:00,contiguous,1240.0
2026-07-31T23:51:38.495792+00:00,contiguous,1240.0
2026-07-31T23:51:38.823891+00:00,contiguous,1240.0
2026-07-31T23:51:39.160363+00:00,contiguous,1262.0
2026-07-31T23:51:39.509174+00:00,contiguous,1270.0
2026-07-31T23:51:39.840730+00:00,contiguous,1269.0
2026-07-31T23:51:40.174396+00:00,contiguous,1269.0
2026-07-31T23:51:40.504461+00:00,contiguous,1257.0
2026-07-31T23:51:40.821656+00:00,contiguous,1257.0
2026-07-31T23:51:41.155287+00:00,contiguous,1247.0
2026-07-31T23:51:41.471611+00:00,contiguous,1228.0
2026-07-31T23:51:41.804206+00:00,contiguous,1228.0
2026-07-31T23:51:42.136447+00:00,contiguous,1223.0
2026-07-31T23:51:42.470006+00:00,contiguous,1223.0
2026-07-31T23:51:42.787566+00:00,contiguous,1236.0
2026-07-31T23:51:43.119647+00:00,contiguous,1235.0
2026-07-31T23:51:43.450303+00:00,contiguous,1235.0
2026-07-31T23:51:43.782697+00:00,contiguous,1244.0
2026-07-31T23:51:44.114141+00:00,contiguous,1487.0
2026-07-31T23:51:44.446861+00:00,contiguous,1467.0
2026-07-31T23:51:44.778335+00:00,contiguous,1467.0
2026-07-31T23:51:45.112157+00:00,contiguous,1467.0
2026-07-31T23:51:45.443260+00:00,contiguous,1467.0
2026-07-31T23:51:45.777339+00:00,contiguous,1467.0
2026-07-31T23:51:46.109443+00:00,contiguous,1465.0
2026-07-31T23:51:46.441619+00:00,contiguous,1465.0
2026-07-31T23:51:46.772309+00:00,contiguous,1425.0
2026-07-31T23:51:47.102491+00:00,contiguous,1260.0
2026-07-31T23:51:47.434586+00:00,contiguous,1260.0
2026-07-31T23:51:47.766105+00:00,contiguous,1256.0
2026-07-31T23:51:48.100667+00:00,contiguous,1264.0
2026-07-31T23:51:48.432736+00:00,contiguous,1264.0
2026-07-31T23:51:48.763324+00:00,contiguous,1267.0
2026-07-31T23:51:49.112063+00:00,contiguous,1267.0
2026-07-31T23:51:49.444001+00:00,contiguous,1267.0
2026-07-31T23:51:49.762559+00:00,contiguous,1267.0
2026-07-31T23:51:50.097222+00:00,contiguous,1260.0
2026-07-31T23:51:50.432365+00:00,contiguous,1260.0
2026-07-31T23:51:50.761759+00:00,contiguous,1819.0
2026-07-31T23:51:51.103932+00:00,contiguous,3107.0
2026-07-31T23:51:51.434200+00:00,contiguous,4451.0
