timestamp_utc,mode,memory_used_mb
2026-06-16T02:36:59.244533+00:00,contiguous,903.0
2026-06-16T02:36:59.554104+00:00,contiguous,903.0
2026-06-16T02:36:59.859189+00:00,contiguous,903.0
2026-06-16T02:37:00.173233+00:00,contiguous,903.0
2026-06-16T02:37:00.483416+00:00,contiguous,903.0
2026-06-16T02:37:00.792252+00:00,contiguous,903.0
2026-06-16T02:37:01.103306+00:00,contiguous,889.0
2026-06-16T02:37:01.417034+00:00,contiguous,889.0
2026-06-16T02:37:01.725990+00:00,contiguous,889.0
2026-06-16T02:37:02.032583+00:00,contiguous,829.0
2026-06-16T02:37:02.343440+00:00,contiguous,829.0
2026-06-16T02:37:02.719300+00:00,contiguous,829.0
2026-06-16T02:37:03.035465+00:00,contiguous,840.0
2026-06-16T02:37:03.404941+00:00,contiguous,1786.0
2026-06-16T02:37:03.706329+00:00,contiguous,3044.0
2026-06-16T02:37:04.021544+00:00,contiguous,4243.0
2026-06-16T02:37:04.330092+00:00,contiguous,4273.0
2026-06-16T02:37:04.635381+00:00,contiguous,4275.0
2026-06-16T02:37:04.940674+00:00,contiguous,4397.0
2026-06-16T02:37:05.266961+00:00,contiguous,4403.0
2026-06-16T02:37:05.581398+00:00,contiguous,4569.0
2026-06-16T02:37:05.902733+00:00,contiguous,4817.0
2026-06-16T02:37:06.252286+00:00,contiguous,4859.0
2026-06-16T02:37:06.562114+00:00,contiguous,4859.0
2026-06-16T02:37:06.869628+00:00,contiguous,4859.0
2026-06-16T02:37:07.177904+00:00,contiguous,4859.0
2026-06-16T02:37:07.485114+00:00,contiguous,4859.0
2026-06-16T02:37:07.795080+00:00,contiguous,4859.0
2026-06-16T02:37:08.102790+00:00,contiguous,4859.0
2026-06-16T02:37:08.408110+00:00,contiguous,4859.0
2026-06-16T02:37:08.713884+00:00,contiguous,4859.0
2026-06-16T02:37:09.021038+00:00,contiguous,4859.0
2026-06-16T02:37:09.322385+00:00,contiguous,4859.0
2026-06-16T02:37:09.626493+00:00,contiguous,4859.0
2026-06-16T02:37:09.926509+00:00,contiguous,4859.0
2026-06-16T02:37:10.227420+00:00,contiguous,4859.0
2026-06-16T02:37:10.526340+00:00,contiguous,4859.0
2026-06-16T02:37:10.825688+00:00,contiguous,4859.0
2026-06-16T02:37:11.132638+00:00,contiguous,4859.0
2026-06-16T02:37:11.436613+00:00,contiguous,4859.0
2026-06-16T02:37:11.738951+00:00,contiguous,4859.0
2026-06-16T02:37:12.059374+00:00,contiguous,4859.0
