timestamp_utc,mode,memory_used_mb
2026-06-16T02:31:37.623833+00:00,contiguous,1025.0
2026-06-16T02:31:37.929931+00:00,contiguous,1025.0
2026-06-16T02:31:38.231318+00:00,contiguous,1025.0
2026-06-16T02:31:38.536220+00:00,contiguous,1025.0
2026-06-16T02:31:38.841980+00:00,contiguous,1025.0
2026-06-16T02:31:39.143434+00:00,contiguous,1025.0
2026-06-16T02:31:39.447748+00:00,contiguous,1025.0
2026-06-16T02:31:39.757198+00:00,contiguous,1025.0
2026-06-16T02:31:40.065283+00:00,contiguous,1025.0
2026-06-16T02:31:40.372878+00:00,contiguous,1025.0
2026-06-16T02:31:40.727183+00:00,contiguous,1025.0
2026-06-16T02:31:41.043080+00:00,contiguous,1036.0
2026-06-16T02:31:41.418012+00:00,contiguous,1896.0
2026-06-16T02:31:41.721139+00:00,contiguous,3020.0
2026-06-16T02:31:42.024347+00:00,contiguous,4230.0
2026-06-16T02:31:42.325868+00:00,contiguous,4470.0
2026-06-16T02:31:42.629539+00:00,contiguous,4472.0
2026-06-16T02:31:42.935949+00:00,contiguous,4476.0
2026-06-16T02:31:43.242084+00:00,contiguous,4594.0
2026-06-16T02:31:43.548816+00:00,contiguous,4756.0
2026-06-16T02:31:43.864465+00:00,contiguous,5022.0
2026-06-16T02:31:44.201248+00:00,contiguous,5056.0
2026-06-16T02:31:44.525371+00:00,contiguous,5056.0
2026-06-16T02:31:44.834049+00:00,contiguous,5056.0
2026-06-16T02:31:45.141111+00:00,contiguous,5056.0
2026-06-16T02:31:45.447378+00:00,contiguous,5056.0
2026-06-16T02:31:45.755327+00:00,contiguous,5056.0
2026-06-16T02:31:46.060784+00:00,contiguous,5056.0
2026-06-16T02:31:46.365425+00:00,contiguous,5056.0
2026-06-16T02:31:46.671358+00:00,contiguous,5056.0
2026-06-16T02:31:46.980290+00:00,contiguous,5056.0
2026-06-16T02:31:47.287863+00:00,contiguous,5056.0
2026-06-16T02:31:47.593476+00:00,contiguous,5056.0
2026-06-16T02:31:47.893026+00:00,contiguous,5056.0
2026-06-16T02:31:48.198979+00:00,contiguous,5056.0
2026-06-16T02:31:48.502738+00:00,contiguous,5056.0
2026-06-16T02:31:48.819570+00:00,contiguous,5056.0
2026-06-16T02:31:49.121017+00:00,contiguous,5056.0
2026-06-16T02:31:49.425794+00:00,contiguous,5056.0
2026-06-16T02:31:49.726264+00:00,contiguous,5056.0
2026-06-16T02:31:50.032630+00:00,contiguous,5056.0
2026-06-16T02:31:50.337033+00:00,contiguous,5056.0
2026-06-16T02:31:50.642865+00:00,contiguous,5056.0
2026-06-16T02:31:50.958837+00:00,contiguous,5056.0
2026-06-16T02:31:51.265604+00:00,contiguous,5056.0
2026-06-16T02:31:51.569071+00:00,contiguous,5056.0
2026-06-16T02:31:51.871149+00:00,contiguous,5056.0
2026-06-16T02:31:52.176516+00:00,contiguous,5056.0
2026-06-16T02:31:52.482406+00:00,contiguous,5056.0
2026-06-16T02:31:52.806907+00:00,contiguous,5056.0
2026-06-16T02:31:53.111758+00:00,contiguous,5056.0
2026-06-16T02:31:53.417008+00:00,contiguous,5056.0
2026-06-16T02:31:53.722086+00:00,contiguous,5056.0
2026-06-16T02:31:54.035784+00:00,contiguous,5056.0
2026-06-16T02:31:54.339657+00:00,contiguous,5056.0
2026-06-16T02:31:54.642737+00:00,contiguous,5056.0
2026-06-16T02:31:54.947374+00:00,contiguous,5056.0
2026-06-16T02:31:55.254519+00:00,contiguous,5056.0
2026-06-16T02:31:55.562525+00:00,contiguous,5056.0
2026-06-16T02:31:55.870559+00:00,contiguous,5056.0
2026-06-16T02:31:56.175204+00:00,contiguous,5056.0
2026-06-16T02:31:56.483554+00:00,contiguous,5056.0
2026-06-16T02:31:56.788535+00:00,contiguous,5056.0
2026-06-16T02:31:57.094364+00:00,contiguous,5056.0
2026-06-16T02:31:57.399196+00:00,contiguous,5056.0
2026-06-16T02:31:57.703941+00:00,contiguous,5056.0
2026-06-16T02:31:58.019154+00:00,contiguous,5056.0
2026-06-16T02:31:58.325081+00:00,contiguous,5056.0
2026-06-16T02:31:58.635661+00:00,contiguous,5056.0
2026-06-16T02:31:58.941280+00:00,contiguous,5056.0
2026-06-16T02:31:59.244901+00:00,contiguous,5056.0
2026-06-16T02:31:59.552304+00:00,contiguous,5056.0
2026-06-16T02:31:59.860408+00:00,contiguous,5056.0
2026-06-16T02:32:00.166021+00:00,contiguous,5056.0
2026-06-16T02:32:00.471135+00:00,contiguous,5056.0
2026-06-16T02:32:00.778898+00:00,contiguous,5056.0
2026-06-16T02:32:01.084788+00:00,contiguous,5056.0
2026-06-16T02:32:01.434053+00:00,contiguous,5056.0
2026-06-16T02:32:01.739945+00:00,contiguous,5056.0
2026-06-16T02:32:02.047105+00:00,contiguous,5056.0
2026-06-16T02:32:02.353890+00:00,contiguous,5056.0
2026-06-16T02:32:02.656861+00:00,contiguous,5056.0
2026-06-16T02:32:02.960610+00:00,contiguous,5056.0
2026-06-16T02:32:03.266844+00:00,contiguous,5056.0
2026-06-16T02:32:03.570303+00:00,contiguous,5056.0
2026-06-16T02:32:03.875120+00:00,contiguous,5056.0
2026-06-16T02:32:04.179346+00:00,contiguous,5056.0
2026-06-16T02:32:04.485569+00:00,contiguous,5056.0
2026-06-16T02:32:04.805388+00:00,contiguous,5056.0
2026-06-16T02:32:05.119462+00:00,contiguous,5056.0
2026-06-16T02:32:05.426237+00:00,contiguous,5056.0
2026-06-16T02:32:05.729098+00:00,contiguous,5056.0
2026-06-16T02:32:06.032588+00:00,contiguous,5056.0
2026-06-16T02:32:06.353507+00:00,contiguous,5056.0
2026-06-16T02:32:06.659838+00:00,contiguous,5056.0
2026-06-16T02:32:06.963368+00:00,contiguous,5056.0
2026-06-16T02:32:07.262599+00:00,contiguous,5056.0
2026-06-16T02:32:07.566703+00:00,contiguous,5056.0
2026-06-16T02:32:07.872112+00:00,contiguous,5056.0
2026-06-16T02:32:08.177258+00:00,contiguous,5056.0
